idx|Premise|Hypothesis|label
86543n|yeah not insofar as maybe making conversation with somebody i suppose suppose because it you can easily be overheard overheard|I guess you can overhear a phone call.|2
92255n|yeah the way the the way the voice might have worded it it sounded almost mandatory as opposed to elected and i would obviously i mean not obviously but i would be against anything like that being mandatory|It sounds like you have to take the class or you are fined.|2
115924n|Lana's mother, Linda Gutierres (not her name in the film), told them where they could find Brandon.|Linda Gutierres is of a Spanish background.|2
5400n|and you don't have to put up with all the B S that the lawyers have to so that's that's what i'm pursuing right now|Some lawyers have thrown in the towel because of all the bull.|2
137379n|Stewardship Property, Plant, and Equipment (PP and E) - property owned by the Federal Government and meeting the definition of one of the following three |Stewardship Property, Plant, and Equipment includes lands and monuments owned by the federal government.|2
21830n|Survey of Consumer Finances collects information on total cash income before taxes for the calendar year preceding the survey.|Reports from surveys of Consumer Finances are submitted to the board of directors every year.|2
31484n|It goes this year to George Mitchell.|The CEO of the company won the award.|2
145655n|At night, when Jalan Petaling is closed to traffic, the area comes alive, giving way to peddlers selling watches (bewildering replicas of designer brands), music and video cassettes, clothing, jewelry, and ornaments.|At night the area is closed to traffic and it comes alive, but the crime rate goes up.|2
100030n|Over the mountains to the northeast, Old Town Pasadena is a lovely place to stroll and browse the enticing clothing, lingerie, and gift stores.|Old Town Pasadena features a market place and gift stores.|2
120835n|if the racial make up of the group was such and such you know they'd have to do that percentage of work and what is perceived to be that part of town and you know all this kind of thing|You can only have an opinon if you know about the racial divide|2
138613n|The governor, a scholarly retired naval officer with good intentions, was accompanied by a contingent of 80 Spanish soldiers, most of retirement age.|The governor worked for a long time because he wanted to.|2
133642n|The Dreyfus case is all but unmentioned in the Metropolitan show and catalog.|The Dreyfus case was so bad that the Metropolitan almost left it out.|2
16545n|well you know a lot of these people that i've talked to that are coming down from uh like what i call the back East especially from JC Penney|People are coming here from the east because they want to shop more. |2
76812n|His reign was one of prosperity, making India a trade center between east and west.|India prospered under his rule and expanded its trade routes both east and west.|2
45823n|Each commercial company, after capturing specific design knowledge, had an executive level review at the decision point to determine if the product design had sufficiently progressed to permit a transition from product integration to product demonstration.|Commercial companies have many products successes.|2
123848n|no i don't believe so i don't believe he's going to be able to get the job done in Denver he's going to run up some big numbers and stuff but i don't believe he's going to get the job done there because Denver simply because Denver is not not the|I don't believe he's going to get the job done, but it is possible he might.|2
35302n|I'll admit that it wasn't he who bought strychnine at the chemist's shop. |It was in fact me, the person you'd never expect, the whole time!|2
136187n|These are quite dead. |These have been dead for a year.|2
