idx|Premise|Hypothesis|label
78504n|uh in Maryland they uh they have no fault in Maryland also|They also have it.|2
99208e|enduring peace and stability.|Peace that lasts.|2
30383n|Let the Brits care for the Brits.|No one else should be responsible for caring for the Brits.|2
95392e|'But since Boston's still essentially underwater and Philadelphia is...well, Philadelphia...we thought we'd go somewhere calmer.|We wanted somewhere calmer than Philadelphia.|2
10571c|Natural! |Very weird!|2
75796n|right nicotine addiction yeah|it is assuredly because of the nicotine addiction, I agree.|2
75035c|"Give him time."""|Make him move now.|2
4989e|vegetables once in a while|Occasionally vegetables.|2
40787c|But anti-Semitism permeated Nazi ideology, and Finkelstein is deaf to its nuances.|Anti-Semitism has nothing to do with Nazis.|2
63025e|Some of the programs' managers stayed with one program for their entire professional lifetimes.|Some of the program managers only worked on one program their entire career.|2
103378e|Lots of wild horses hereabouts then? |A lot of wild horses here?|2
72064e|Quantitative Versus  The Case of Environmental Assessment in Organizational Studies.|Quantitative vs The case of environment assessment in organized studies |2
66782c|'Franklin.' The Franklin Sim.|His name was George.|2
5851n|It  disgusting, childish, and unnecessary.|The court case was childish and irresponsible.|2
97402c|Start in the middle, at the oldest, then work your way east before returning to the historically later caves at the western entrance.|The oldest cells are near the Western entrance, and the caves get progressively more recent as you reach the middle.|2
132735e|oh the the lease|The lease is.|2
72783c|Try lunch or afternoon tea on the terrace.|Don't have lunch out on the terrace.|2
112924n|What's this? Pearinsky wanted to know with every cell of his wrapped-in-quilted-shit being.|Pearinsky wanted to know what the package was so badly.|2
18441e|If case studies can vary so greatly, how can we assess their usefulness for evaluation?|If case studies vary greatly how do we assess their usefulness?|2
115402e|or indirectly in Congress.|It's indirectly in Congress.|2
110504c|sure you ready|I don't agree at all with what you've just said.|2
82011n|Be quick.|Do not waste a second.|2
69241e|and inspection of hundreds of billions of dollars worth of imported goods|They inspected a lot of imported goods.|2
34531n|And if there was a bit of buggery and whatnot going on up in the balcony, what of it?|Someone punched a guy on the balcony. |2
58398c|8.10 MULTI-CONCENTRATION (DEFINITIVE) EFFLUENT TOXICITY TESTS|Toxicity tests cannot find multi-concentration effluent toxicity.|2
82548e|Based on those|We can conclude based on those.|2
95558c|The museum's archaeology collection addresses the art of ancient inhabitants of Spain, with statuettes and jewelry from 2nd-century b.c.|The collection has only contemporary art works these days.|2
83267e|--providing for waivers for small rural carriers,|Waivers are provided for small rural carriers.|2
63814n|Just fill out the enclosed forms, mail them in, and spend away, spend away, spend away!|You will get the best credit card if you fill out the form and send it in.  |2
75896e|additional field work and reporting requirements beyond those provided by the AICPA when performing financial audits.|The AICPA requires certain levels of field work when performing financial audits.|2
102846n|NONCOMPLIANCE WITH PROVISIONS OF CONTRACTS AND GRANT AGREEMENTS|Noncompliance is increasingly becoming a problem where grant agreements have been concerned.|2
138793c|In order to facilitate the ability of the participants to work from an agreed upon set of facts about themselves, the facilitators divided the conferees into three groups.|The facilitators broke the people up into seven groups.|2
29149e|had have you ever gone back|Would you ever return?|2
116535c|6. Bully or protector?|Stranger.|2
2308n|"Why not let this kind gentleman here cut my throat without delay?"""|Just let him kill me then, and I mean it.|2
79930c|What was happening to her? |What's wrong with him?|2
5839e|, directed) with care.|They were advised to be careful.|2
28798c|Yet it and its aging leader soldier on against all odds.|The aging leader did not soldier on.|2
20677n|"I'm not myself since then.""  ""What in hell would they need with helicopters?"" Hanson asked."|Hanson wasn't quite sure why they would need helicopters to go there.|2
30252e|And so, this column.|And therefore, this very column.|2
115652e|Fixed Reproducible Tangible Wealth in the United States|Fixed Reproducible Tangible Wealth in the USA.|2
109037c|me too  oh|Not I|2
112321n|sitting outside restaurants, begging for scraps.|Homeless people asking for food outside of Arby's. |2
25776n|Who was this man who held in his finger these curiously variegated links of an unknown chain? |Who was this man who held these links of chain that were cut.|2
145506n|Why did our emperor get up so early,and why is he sitting enthroned at the city's main gate,in state, wearing the crown?|The emperor is wearing a giant gold crown.|2
79608e|Demonstrations on television never look right.|Protests on TV do not look right.  |2
45657n|The girl! |The girl is in trouble.|2
22461c|"Did she have that every night?"""|Did she eat that every morning at eight?|2
116038e|So much for your theory.|There goes your theory. |2
102745c|These  the health and environmental benefits of reducing mercury accumulation in fish and other wildlife|Mercury is not a health issue.|2
113369e|OK, two.)|Never mind, it is two.|2
118639n|oh well of course i always see see uh Attleboro mission on teen news and everything else but|Attleboro is frequently on teen news.|2
49129c|An Analytical Framework for Capital Planning and Investment Control for Information Technology, U.S.|No Analytical Framework for Personal Planning and Accounting Control for Information Technology|2
117857e|"What did Mrs. Inglethorp mean by her dying words?"""|What was she trying to say when she died?|2
121804c|(For more on Internet use among different socio-economic groups, see the Commerce Department's Americans in the Information  Falling Through the Net .)|They never thought to collect data on Internet usage. |2
26375n|Advertisement, replied Tuppence promptly.|Tuppence preferred advertising. |2
128291n|Appendix III Guidelines for Reviewing Case Study Reports|There is a resource with at most three appendices.|2
33061n|Protest against overcrowding, antiquated teaching, bureaucracy, and the very basis of the social system made the Sorbonne a focal point for unrest in 1968, a year of ferment throughout Europe.|Sorbonne was known as a communist hotbed in France since the days of Lenin.|2
81853e| lion-headed goddess Sekhmet (1400 b.c. ) and the colossal Amenophis IV (1370 b.c. ).|Sekhmet is a goddess with a lion head.|2
112068e|Table 1: Examples of BLM's, FHWA's, IRS's, and VBA's Expectations for Senior Executive Performance in Contributing to Organizational Results|Table one shows Examples of BLM's, FHWA's, IRS's, and VBA's Expectations for Senior Executive Performance in Contributing to Organizational Results.|2
40889n|Several other key observations |The observations were made during the study.|2
99102e|, over $1,000) bottle of Bordeaux wine, three bidders submitted eight different bids in the first three days.|The Bordeaux cost $1000 for one bottle.|2
139825n|but on the other hand|Looking at it from a different viewpoint, this may be our salvation.|2
33318c|in our country yeah|Not in this country. |2
